"","X.1","X","ID","Name","NumberOfPersons","global_id","Year","Month","Sex","Name_en","Month_en"
"7201",7201,7201,1,"Александр",253,37750243,2015,"январь","male","Aleksandr","yanvarʹ"
"7202",7202,7202,2,"Михаил",247,37750244,2015,"январь","male","Mikhail","yanvarʹ"
"7203",7203,7203,3,"Иван",226,37750245,2015,"январь","male","Ivan","yanvarʹ"
"7204",7204,7204,4,"Максим",208,37750246,2015,"январь","male","Maksim","yanvarʹ"
"7205",7205,7205,5,"Артём",190,37750247,2015,"январь","male","Artëm","yanvarʹ"
"7206",7206,7206,6,"Даниил",171,62361364,2015,"январь","male","Daniil","yanvarʹ"
"7207",7207,7207,7,"Дмитрий",164,62361365,2015,"январь","male","Dmitriy","yanvarʹ"
"7208",7208,7208,8,"Кирилл",151,62361366,2015,"январь","male","Kirill","yanvarʹ"
"7209",7209,7209,9,"Андрей",130,62361367,2015,"январь","male","Andrey","yanvarʹ"
"7210",7210,7210,10,"Егор",126,62361368,2015,"январь","male","Yegor","yanvarʹ"
"7211",7211,7211,11,"Илья",122,62361369,2015,"январь","male","Ilʹya","yanvarʹ"
"7212",7212,7212,12,"Алексей",108,62361370,2015,"январь","male","Aleksey","yanvarʹ"
"7213",7213,7213,13,"Владимир",107,62361371,2015,"январь","male","Vladimir","yanvarʹ"
"7214",7214,7214,14,"Матвей",102,62361372,2015,"январь","male","Matvey","yanvarʹ"
"7215",7215,7215,15,"Тимофей",102,62361373,2015,"январь","male","Timofey","yanvarʹ"
"7216",7216,7216,16,"Ярослав",91,62361374,2015,"январь","male","Yaroslav","yanvarʹ"
"7217",7217,7217,17,"Роман",90,62361375,2015,"январь","male","Roman","yanvarʹ"
"7218",7218,7218,18,"Фёдор",87,62361376,2015,"январь","male","Fëdor","yanvarʹ"
"7219",7219,7219,19,"Никита",87,62361377,2015,"январь","male","Nikita","yanvarʹ"
"7220",7220,7220,20,"Марк",85,62361378,2015,"январь","male","Mark","yanvarʹ"
"7221",7221,7221,21,"Сергей",84,62361379,2015,"январь","male","Sergey","yanvarʹ"
"7222",7222,7222,22,"Николай",70,62361380,2015,"январь","male","Nikolay","yanvarʹ"
"7223",7223,7223,23,"Владислав",63,62361381,2015,"январь","male","Vladislav","yanvarʹ"
"7224",7224,7224,24,"Степан",61,62361382,2015,"январь","male","Stepan","yanvarʹ"
"7225",7225,7225,25,"Глеб",57,62361383,2015,"январь","male","Gleb","yanvarʹ"
"7226",7226,7226,26,"Лев",51,62361384,2015,"январь","male","Lev","yanvarʹ"
"7227",7227,7227,27,"Павел",51,62361385,2015,"январь","male","Pavel","yanvarʹ"
"7228",7228,7228,28,"Евгений",50,62361387,2015,"январь","male","Yevgeniy","yanvarʹ"
"7229",7229,7229,29,"Арсений",49,62361388,2015,"январь","male","Arseniy","yanvarʹ"
"7230",7230,7230,30,"Константин",49,62361389,2015,"январь","male","Konstantin","yanvarʹ"
"7231",7231,7231,31,"Георгий",48,62361390,2015,"январь","male","Georgiy","yanvarʹ"
"7232",7232,7232,32,"Григорий",46,62361392,2015,"январь","male","Grigoriy","yanvarʹ"
"7233",7233,7233,33,"Тимур",44,62361393,2015,"январь","male","Timur","yanvarʹ"
"7234",7234,7234,34,"Макар",40,62361394,2015,"январь","male","Makar","yanvarʹ"
"7235",7235,7235,35,"Игорь",39,62361396,2015,"январь","male","Igorʹ","yanvarʹ"
"7236",7236,7236,36,"Руслан",36,62361397,2015,"январь","male","Ruslan","yanvarʹ"
"7237",7237,7237,37,"Пётр",36,62361398,2015,"январь","male","Pëtr","yanvarʹ"
"7238",7238,7238,38,"Виктор",35,62361400,2015,"январь","male","Viktor","yanvarʹ"
"7239",7239,7239,39,"Денис",35,62361401,2015,"январь","male","Denis","yanvarʹ"
"7240",7240,7240,40,"Семён",34,62361402,2015,"январь","male","Semën","yanvarʹ"
"7241",7241,7241,41,"Платон",33,62361404,2015,"январь","male","Platon","yanvarʹ"
"7242",7242,7242,42,"Артемий",32,62361405,2015,"январь","male","Artemiy","yanvarʹ"
"7243",7243,7243,43,"Богдан",31,62361406,2015,"январь","male","Bogdan","yanvarʹ"
"7244",7244,7244,44,"Василий",30,62361407,2015,"январь","male","Vasiliy","yanvarʹ"
"7245",7245,7245,45,"Юрий",30,62361409,2015,"январь","male","Yuriy","yanvarʹ"
"7246",7246,7246,46,"Давид",29,62361410,2015,"январь","male","David","yanvarʹ"
"7247",7247,7247,47,"Данила",29,62361411,2015,"январь","male","Danila","yanvarʹ"
"7248",7248,7248,48,"Леонид",28,62361412,2015,"январь","male","Leonid","yanvarʹ"
"7249",7249,7249,49,"Антон",28,62361413,2015,"январь","male","Anton","yanvarʹ"
"7250",7250,7250,50,"Вячеслав",26,62361414,2015,"январь","male","Vyacheslav","yanvarʹ"
"7251",7251,7251,51,"Амир",26,62361415,2015,"январь","male","Amir","yanvarʹ"
"7252",7252,7252,52,"Захар",25,62361416,2015,"январь","male","Zakhar","yanvarʹ"
"7253",7253,7253,53,"Мирон",25,62361417,2015,"январь","male","Miron","yanvarʹ"
"7254",7254,7254,54,"Савелий",23,62361418,2015,"январь","male","Saveliy","yanvarʹ"
"7255",7255,7255,55,"Всеволод",21,62361419,2015,"январь","male","Vsevolod","yanvarʹ"
"7256",7256,7256,56,"Артур",20,62361420,2015,"январь","male","Artur","yanvarʹ"
"7257",7257,7257,57,"Адам",19,62361421,2015,"январь","male","Adam","yanvarʹ"
"7258",7258,7258,58,"Елисей",19,62361422,2015,"январь","male","Yelisey","yanvarʹ"
"7259",7259,7259,59,"Родион",18,62361423,2015,"январь","male","Rodion","yanvarʹ"
"7260",7260,7260,60,"Олег",18,62361424,2015,"январь","male","Oleg","yanvarʹ"
"7261",7261,7261,61,"Филипп",17,62361425,2015,"январь","male","Filipp","yanvarʹ"
"7262",7262,7262,62,"Даниэль",17,62361427,2015,"январь","male","Danielʹ","yanvarʹ"
"7263",7263,7263,63,"Вадим",17,62361428,2015,"январь","male","Vadim","yanvarʹ"
"7264",7264,7264,64,"Лука",17,62361429,2015,"январь","male","Luka","yanvarʹ"
"7265",7265,7265,65,"Демид",16,62361430,2015,"январь","male","Demid","yanvarʹ"
"7266",7266,7266,66,"Умар",15,62361431,2015,"январь","male","Umar","yanvarʹ"
"7267",7267,7267,67,"Святослав",15,62361432,2015,"январь","male","Svyatoslav","yanvarʹ"
"7268",7268,7268,68,"Ян",14,62361433,2015,"январь","male","Yan","yanvarʹ"
"7269",7269,7269,69,"Дамир",14,62361434,2015,"январь","male","Damir","yanvarʹ"
"7270",7270,7270,70,"Данил",14,62361435,2015,"январь","male","Danil","yanvarʹ"
"7271",7271,7271,71,"Тихон",13,62361436,2015,"январь","male","Tikhon","yanvarʹ"
"7272",7272,7272,72,"Борис",13,62361437,2015,"январь","male","Boris","yanvarʹ"
"7273",7273,7273,73,"Гордей",13,62361438,2015,"январь","male","Gordey","yanvarʹ"
"7274",7274,7274,74,"Артем",12,62361439,2015,"январь","male","Artem","yanvarʹ"
"7275",7275,7275,75,"Роберт",11,62361440,2015,"январь","male","Robert","yanvarʹ"
"7276",7276,7276,76,"Серафим",11,62361441,2015,"январь","male","Serafim","yanvarʹ"
"7277",7277,7277,77,"Мирослав",11,62361442,2015,"январь","male","Miroslav","yanvarʹ"
"7278",7278,7278,78,"Валерий",11,62361443,2015,"январь","male","Valeriy","yanvarʹ"
"7279",7279,7279,79,"Виталий",11,62361444,2015,"январь","male","Vitaliy","yanvarʹ"
"7280",7280,7280,80,"Мухаммад",10,62361445,2015,"январь","male","Mukhammad","yanvarʹ"
"7281",7281,7281,81,"Марат",10,62361447,2015,"январь","male","Marat","yanvarʹ"
"7282",7282,7282,82,"Станислав",10,62361448,2015,"январь","male","Stanislav","yanvarʹ"
"7283",7283,7283,83,"Муслим",10,62361449,2015,"январь","male","Muslim","yanvarʹ"
"7284",7284,7284,84,"Амин",9,62361450,2015,"январь","male","Amin","yanvarʹ"
"7285",7285,7285,85,"Герман",9,62361451,2015,"январь","male","German","yanvarʹ"
"7286",7286,7286,86,"Камиль",9,62361452,2015,"январь","male","Kamilʹ","yanvarʹ"
"7287",7287,7287,87,"Савва",9,62361453,2015,"январь","male","Savva","yanvarʹ"
"7288",7288,7288,88,"Али",9,62361454,2015,"январь","male","Ali","yanvarʹ"
"7289",7289,7289,89,"Тамерлан",8,62361455,2015,"январь","male","Tamerlan","yanvarʹ"
"7290",7290,7290,90,"Юсуф",8,62361456,2015,"январь","male","Yusuf","yanvarʹ"
"7291",7291,7291,91,"Яков",8,62361457,2015,"январь","male","Yakov","yanvarʹ"
"7292",7292,7292,92,"Рустам",8,62361458,2015,"январь","male","Rustam","yanvarʹ"
"7293",7293,7293,93,"Эмиль",7,62361459,2015,"январь","male","Emilʹ","yanvarʹ"
"7294",7294,7294,94,"Билал",7,62361460,2015,"январь","male","Bilal","yanvarʹ"
"7295",7295,7295,95,"Нурислам",7,62361461,2015,"январь","male","Nurislam","yanvarʹ"
"7296",7296,7296,96,"Данис",6,62361462,2015,"январь","male","Danis","yanvarʹ"
"7297",7297,7297,97,"Ислам",6,62361463,2015,"январь","male","Islam","yanvarʹ"
"7298",7298,7298,98,"Эрик",6,62361464,2015,"январь","male","Erik","yanvarʹ"
"7299",7299,7299,99,"Игнат",6,62361465,2015,"январь","male","Ignat","yanvarʹ"
"7300",7300,7300,100,"Анатолий",6,62366321,2015,"январь","male","Anatoliy","yanvarʹ"
"7301",7301,7301,101,"Максим",242,62366322,2015,"февраль","male","Maksim","fevralʹ"
"7302",7302,7302,102,"Александр",228,62366323,2015,"февраль","male","Aleksandr","fevralʹ"
"7303",7303,7303,103,"Артём",207,62366324,2015,"февраль","male","Artëm","fevralʹ"
"7304",7304,7304,104,"Михаил",190,62366325,2015,"февраль","male","Mikhail","fevralʹ"
"7305",7305,7305,105,"Иван",186,62366326,2015,"февраль","male","Ivan","fevralʹ"
"7306",7306,7306,106,"Дмитрий",147,62366327,2015,"февраль","male","Dmitriy","fevralʹ"
"7307",7307,7307,107,"Егор",136,62366328,2015,"февраль","male","Yegor","fevralʹ"
"7308",7308,7308,108,"Кирилл",120,62366329,2015,"февраль","male","Kirill","fevralʹ"
"7309",7309,7309,109,"Андрей",120,62366330,2015,"февраль","male","Andrey","fevralʹ"
"7310",7310,7310,110,"Тимофей",120,62366331,2015,"февраль","male","Timofey","fevralʹ"
"7311",7311,7311,111,"Даниил",117,62366332,2015,"февраль","male","Daniil","fevralʹ"
"7312",7312,7312,112,"Илья",116,62366333,2015,"февраль","male","Ilʹya","fevralʹ"
"7313",7313,7313,113,"Алексей",101,62366334,2015,"февраль","male","Aleksey","fevralʹ"
"7314",7314,7314,114,"Владимир",97,62366335,2015,"февраль","male","Vladimir","fevralʹ"
"7315",7315,7315,115,"Матвей",94,62366336,2015,"февраль","male","Matvey","fevralʹ"
"7316",7316,7316,116,"Фёдор",89,62366337,2015,"февраль","male","Fëdor","fevralʹ"
"7317",7317,7317,117,"Роман",88,62366338,2015,"февраль","male","Roman","fevralʹ"
"7318",7318,7318,118,"Никита",85,62366339,2015,"февраль","male","Nikita","fevralʹ"
"7319",7319,7319,119,"Ярослав",81,62366340,2015,"февраль","male","Yaroslav","fevralʹ"
"7320",7320,7320,120,"Марк",74,62366341,2015,"февраль","male","Mark","fevralʹ"
"7321",7321,7321,121,"Сергей",70,62366342,2015,"февраль","male","Sergey","fevralʹ"
"7322",7322,7322,122,"Владислав",66,62366343,2015,"февраль","male","Vladislav","fevralʹ"
"7323",7323,7323,123,"Николай",66,62366344,2015,"февраль","male","Nikolay","fevralʹ"
"7324",7324,7324,124,"Степан",65,62366345,2015,"февраль","male","Stepan","fevralʹ"
"7325",7325,7325,125,"Лев",61,62366346,2015,"февраль","male","Lev","fevralʹ"
"7326",7326,7326,126,"Арсений",58,62366347,2015,"февраль","male","Arseniy","fevralʹ"
"7327",7327,7327,127,"Тимур",57,62366348,2015,"февраль","male","Timur","fevralʹ"
"7328",7328,7328,128,"Глеб",56,62366349,2015,"февраль","male","Gleb","fevralʹ"
"7329",7329,7329,129,"Семён",56,62366350,2015,"февраль","male","Semën","fevralʹ"
"7330",7330,7330,130,"Константин",53,62366352,2015,"февраль","male","Konstantin","fevralʹ"
"7331",7331,7331,131,"Георгий",48,62366353,2015,"февраль","male","Georgiy","fevralʹ"
"7332",7332,7332,132,"Павел",46,62366354,2015,"февраль","male","Pavel","fevralʹ"
"7333",7333,7333,133,"Григорий",45,62366355,2015,"февраль","male","Grigoriy","fevralʹ"
"7334",7334,7334,134,"Давид",43,62366356,2015,"февраль","male","David","fevralʹ"
"7335",7335,7335,135,"Денис",42,62366357,2015,"февраль","male","Denis","fevralʹ"
"7336",7336,7336,136,"Макар",38,62366358,2015,"февраль","male","Makar","fevralʹ"
"7337",7337,7337,137,"Данила",36,62366359,2015,"февраль","male","Danila","fevralʹ"
"7338",7338,7338,138,"Руслан",34,62366361,2015,"февраль","male","Ruslan","fevralʹ"
"7339",7339,7339,139,"Виктор",33,62366362,2015,"февраль","male","Viktor","fevralʹ"
"7340",7340,7340,140,"Амир",32,62366363,2015,"февраль","male","Amir","fevralʹ"
"7341",7341,7341,141,"Евгений",29,62366364,2015,"февраль","male","Yevgeniy","fevralʹ"
"7342",7342,7342,142,"Артемий",29,62366365,2015,"февраль","male","Artemiy","fevralʹ"
"7343",7343,7343,143,"Игорь",28,62366366,2015,"февраль","male","Igorʹ","fevralʹ"
"7344",7344,7344,144,"Василий",27,62366368,2015,"февраль","male","Vasiliy","fevralʹ"
"7345",7345,7345,145,"Захар",27,62366369,2015,"февраль","male","Zakhar","fevralʹ"
"7346",7346,7346,146,"Антон",26,62366370,2015,"февраль","male","Anton","fevralʹ"
"7347",7347,7347,147,"Леонид",26,62366371,2015,"февраль","male","Leonid","fevralʹ"
"7348",7348,7348,148,"Богдан",25,62366372,2015,"февраль","male","Bogdan","fevralʹ"
"7349",7349,7349,149,"Пётр",25,62366373,2015,"февраль","male","Pëtr","fevralʹ"
"7350",7350,7350,150,"Даниэль",25,62366374,2015,"февраль","male","Danielʹ","fevralʹ"
"7351",7351,7351,151,"Платон",25,62366375,2015,"февраль","male","Platon","fevralʹ"
"7352",7352,7352,152,"Мирон",24,62366376,2015,"февраль","male","Miron","fevralʹ"
"7353",7353,7353,153,"Всеволод",23,62366377,2015,"февраль","male","Vsevolod","fevralʹ"
"7354",7354,7354,154,"Вячеслав",22,62366378,2015,"февраль","male","Vyacheslav","fevralʹ"
"7355",7355,7355,155,"Елисей",21,62366379,2015,"февраль","male","Yelisey","fevralʹ"
"7356",7356,7356,156,"Савелий",21,62366380,2015,"февраль","male","Saveliy","fevralʹ"
"7357",7357,7357,157,"Артем",20,62366381,2015,"февраль","male","Artem","fevralʹ"
"7358",7358,7358,158,"Тихон",19,62366382,2015,"февраль","male","Tikhon","fevralʹ"
"7359",7359,7359,159,"Станислав",19,62366383,2015,"февраль","male","Stanislav","fevralʹ"
"7360",7360,7360,160,"Умар",19,62366384,2015,"февраль","male","Umar","fevralʹ"
"7361",7361,7361,161,"Святослав",19,62366385,2015,"февраль","male","Svyatoslav","fevralʹ"
"7362",7362,7362,162,"Юрий",18,62366386,2015,"февраль","male","Yuriy","fevralʹ"
"7363",7363,7363,163,"Лука",18,62366387,2015,"февраль","male","Luka","fevralʹ"
"7364",7364,7364,164,"Олег",17,62366388,2015,"февраль","male","Oleg","fevralʹ"
"7365",7365,7365,165,"Артур",17,62366389,2015,"февраль","male","Artur","fevralʹ"
"7366",7366,7366,166,"Филипп",15,62366390,2015,"февраль","male","Filipp","fevralʹ"
"7367",7367,7367,167,"Савва",15,62366392,2015,"февраль","male","Savva","fevralʹ"
"7368",7368,7368,168,"Дамир",15,62366393,2015,"февраль","male","Damir","fevralʹ"
"7369",7369,7369,169,"Эмиль",14,62366394,2015,"февраль","male","Emilʹ","fevralʹ"
"7370",7370,7370,170,"Гордей",14,62366395,2015,"февраль","male","Gordey","fevralʹ"
"7371",7371,7371,171,"Борис",14,62366396,2015,"февраль","male","Boris","fevralʹ"
"7372",7372,7372,172,"Анатолий",13,62366397,2015,"февраль","male","Anatoliy","fevralʹ"
"7373",7373,7373,173,"Демид",13,62366398,2015,"февраль","male","Demid","fevralʹ"
"7374",7374,7374,174,"Адам",13,62366399,2015,"февраль","male","Adam","fevralʹ"
"7375",7375,7375,175,"Вадим",13,62366400,2015,"февраль","male","Vadim","fevralʹ"
"7376",7376,7376,176,"Мирослав",12,62366401,2015,"февраль","male","Miroslav","fevralʹ"
"7377",7377,7377,177,"Герман",12,62366402,2015,"февраль","male","German","fevralʹ"
"7378",7378,7378,178,"Мухаммад",11,62366403,2015,"февраль","male","Mukhammad","fevralʹ"
"7379",7379,7379,179,"Родион",10,62366404,2015,"февраль","male","Rodion","fevralʹ"
"7380",7380,7380,180,"Демьян",10,62366405,2015,"февраль","male","Demʹyan","fevralʹ"
"7381",7381,7381,181,"Федор",9,62366406,2015,"февраль","male","Fedor","fevralʹ"
"7382",7382,7382,182,"Ян",9,62366407,2015,"февраль","male","Yan","fevralʹ"
"7383",7383,7383,183,"Валерий",9,62366408,2015,"февраль","male","Valeriy","fevralʹ"
"7384",7384,7384,184,"Арсен",8,62366409,2015,"февраль","male","Arsen","fevralʹ"
"7385",7385,7385,185,"Самир",8,62366410,2015,"февраль","male","Samir","fevralʹ"
"7386",7386,7386,186,"Ибрагим",8,62366411,2015,"февраль","male","Ibragim","fevralʹ"
"7387",7387,7387,187,"Сулейман",8,62366412,2015,"февраль","male","Suleyman","fevralʹ"
"7388",7388,7388,188,"Юсуф",8,62366413,2015,"февраль","male","Yusuf","fevralʹ"
"7389",7389,7389,189,"Роберт",8,62366415,2015,"февраль","male","Robert","fevralʹ"
"7390",7390,7390,190,"Тигран",7,62366416,2015,"февраль","male","Tigran","fevralʹ"
"7391",7391,7391,191,"Серафим",7,62366417,2015,"февраль","male","Serafim","fevralʹ"
"7392",7392,7392,192,"Саид",7,62366418,2015,"февраль","male","Said","fevralʹ"
"7393",7393,7393,193,"Али",7,62366419,2015,"февраль","male","Ali","fevralʹ"
"7394",7394,7394,194,"Аркадий",7,62366420,2015,"февраль","male","Arkadiy","fevralʹ"
"7395",7395,7395,195,"Виталий",7,62366421,2015,"февраль","male","Vitaliy","fevralʹ"
"7396",7396,7396,196,"Марсель",6,62366422,2015,"февраль","male","Marselʹ","fevralʹ"
"7397",7397,7397,197,"Эмин",6,62366423,2015,"февраль","male","Emin","fevralʹ"
"7398",7398,7398,198,"Эмир",6,62366424,2015,"февраль","male","Emir","fevralʹ"
"7399",7399,7399,199,"Ахмед",6,62366425,2015,"февраль","male","Akhmed","fevralʹ"
"7400",7400,7400,200,"Камиль",5,62366426,2015,"февраль","male","Kamilʹ","fevralʹ"
"7401",7401,7401,201,"Александр",245,62366427,2015,"март","male","Aleksandr","mart"
"7402",7402,7402,202,"Максим",233,62366428,2015,"март","male","Maksim","mart"
"7403",7403,7403,203,"Михаил",226,62366429,2015,"март","male","Mikhail","mart"
"7404",7404,7404,204,"Артём",191,62366430,2015,"март","male","Artëm","mart"
"7405",7405,7405,205,"Иван",186,62366431,2015,"март","male","Ivan","mart"
"7406",7406,7406,206,"Даниил",183,62366432,2015,"март","male","Daniil","mart"
"7407",7407,7407,207,"Кирилл",179,62366433,2015,"март","male","Kirill","mart"
"7408",7408,7408,208,"Дмитрий",170,62366434,2015,"март","male","Dmitriy","mart"
"7409",7409,7409,209,"Тимофей",144,62366435,2015,"март","male","Timofey","mart"
"7410",7410,7410,210,"Егор",143,62366436,2015,"март","male","Yegor","mart"
"7411",7411,7411,211,"Илья",127,62366437,2015,"март","male","Ilʹya","mart"
"7412",7412,7412,212,"Алексей",124,62366438,2015,"март","male","Aleksey","mart"
"7413",7413,7413,213,"Андрей",111,62366439,2015,"март","male","Andrey","mart"
"7414",7414,7414,214,"Марк",109,62366440,2015,"март","male","Mark","mart"
"7415",7415,7415,215,"Владимир",106,62366441,2015,"март","male","Vladimir","mart"
"7416",7416,7416,216,"Матвей",97,62366442,2015,"март","male","Matvey","mart"
"7417",7417,7417,217,"Никита",97,62366443,2015,"март","male","Nikita","mart"
"7418",7418,7418,218,"Роман",95,62366444,2015,"март","male","Roman","mart"
"7419",7419,7419,219,"Фёдор",86,62366445,2015,"март","male","Fëdor","mart"
"7420",7420,7420,220,"Ярослав",81,62366446,2015,"март","male","Yaroslav","mart"
"7421",7421,7421,221,"Сергей",78,62366447,2015,"март","male","Sergey","mart"
"7422",7422,7422,222,"Георгий",74,62366448,2015,"март","male","Georgiy","mart"
"7423",7423,7423,223,"Владислав",72,62366449,2015,"март","male","Vladislav","mart"
"7424",7424,7424,224,"Лев",68,62366450,2015,"март","male","Lev","mart"
"7425",7425,7425,225,"Степан",67,62366451,2015,"март","male","Stepan","mart"
"7426",7426,7426,226,"Арсений",66,62366452,2015,"март","male","Arseniy","mart"
"7427",7427,7427,227,"Николай",66,62366453,2015,"март","male","Nikolay","mart"
"7428",7428,7428,228,"Тимур",65,62366455,2015,"март","male","Timur","mart"
"7429",7429,7429,229,"Семён",61,62366456,2015,"март","male","Semën","mart"
"7430",7430,7430,230,"Константин",60,62366457,2015,"март","male","Konstantin","mart"
"7431",7431,7431,231,"Григорий",53,62366458,2015,"март","male","Grigoriy","mart"
"7432",7432,7432,232,"Макар",51,62366460,2015,"март","male","Makar","mart"
"7433",7433,7433,233,"Глеб",50,62366461,2015,"март","male","Gleb","mart"
"7434",7434,7434,234,"Павел",50,62366462,2015,"март","male","Pavel","mart"
"7435",7435,7435,235,"Давид",44,62366463,2015,"март","male","David","mart"
"7436",7436,7436,236,"Денис",44,62366464,2015,"март","male","Denis","mart"
"7437",7437,7437,237,"Платон",42,62366466,2015,"март","male","Platon","mart"
"7438",7438,7438,238,"Виктор",37,62366467,2015,"март","male","Viktor","mart"
"7439",7439,7439,239,"Данила",35,62366468,2015,"март","male","Danila","mart"
"7440",7440,7440,240,"Руслан",34,62366469,2015,"март","male","Ruslan","mart"
"7441",7441,7441,241,"Пётр",32,62366470,2015,"март","male","Pëtr","mart"
"7442",7442,7442,242,"Евгений",30,62366472,2015,"март","male","Yevgeniy","mart"
"7443",7443,7443,243,"Богдан",27,62366473,2015,"март","male","Bogdan","mart"
"7444",7444,7444,244,"Демид",27,62366474,2015,"март","male","Demid","mart"
"7445",7445,7445,245,"Антон",27,62366475,2015,"март","male","Anton","mart"
"7446",7446,7446,246,"Всеволод",27,62366476,2015,"март","male","Vsevolod","mart"
"7447",7447,7447,247,"Игорь",26,62366478,2015,"март","male","Igorʹ","mart"
"7448",7448,7448,248,"Амир",25,62366479,2015,"март","male","Amir","mart"
"7449",7449,7449,249,"Мирон",25,62366480,2015,"март","male","Miron","mart"
"7450",7450,7450,250,"Захар",25,62366481,2015,"март","male","Zakhar","mart"
"7451",7451,7451,251,"Леонид",24,62366483,2015,"март","male","Leonid","mart"
"7452",7452,7452,252,"Вадим",23,62366484,2015,"март","male","Vadim","mart"
"7453",7453,7453,253,"Юрий",23,62366485,2015,"март","male","Yuriy","mart"
"7454",7454,7454,254,"Савелий",21,62366486,2015,"март","male","Saveliy","mart"
"7455",7455,7455,255,"Олег",20,62366487,2015,"март","male","Oleg","mart"
"7456",7456,7456,256,"Вячеслав",20,62366488,2015,"март","male","Vyacheslav","mart"
"7457",7457,7457,257,"Герман",19,62366489,2015,"март","male","German","mart"
"7458",7458,7458,258,"Артем",18,62366490,2015,"март","male","Artem","mart"
"7459",7459,7459,259,"Елисей",18,62366491,2015,"март","male","Yelisey","mart"
"7460",7460,7460,260,"Василий",18,62366492,2015,"март","male","Vasiliy","mart"
"7461",7461,7461,261,"Даниэль",18,62366493,2015,"март","male","Danielʹ","mart"
"7462",7462,7462,262,"Святослав",17,62366494,2015,"март","male","Svyatoslav","mart"
"7463",7463,7463,263,"Артур",17,62366495,2015,"март","male","Artur","mart"
"7464",7464,7464,264,"Родион",16,62366496,2015,"март","male","Rodion","mart"
"7465",7465,7465,265,"Лука",15,62366497,2015,"март","male","Luka","mart"
"7466",7466,7466,266,"Дамир",14,62366499,2015,"март","male","Damir","mart"
"7467",7467,7467,267,"Артемий",14,62366500,2015,"март","male","Artemiy","mart"
"7468",7468,7468,268,"Борис",14,62366501,2015,"март","male","Boris","mart"
"7469",7469,7469,269,"Савва",13,62366502,2015,"март","male","Savva","mart"
"7470",7470,7470,270,"Данил",12,62366503,2015,"март","male","Danil","mart"
"7471",7471,7471,271,"Ян",12,62366504,2015,"март","male","Yan","mart"
"7472",7472,7472,272,"Валерий",12,62366505,2015,"март","male","Valeriy","mart"
"7473",7473,7473,273,"Станислав",11,62366506,2015,"март","male","Stanislav","mart"
"7474",7474,7474,274,"Гордей",11,62366507,2015,"март","male","Gordey","mart"
"7475",7475,7475,275,"Мухаммад",11,62366508,2015,"март","male","Mukhammad","mart"
"7476",7476,7476,276,"Тихон",11,62366509,2015,"март","male","Tikhon","mart"
"7477",7477,7477,277,"Мирослав",11,62366510,2015,"март","male","Miroslav","mart"
"7478",7478,7478,278,"Юсуф",10,62366511,2015,"март","male","Yusuf","mart"
"7479",7479,7479,279,"Рустам",10,62366512,2015,"март","male","Rustam","mart"
"7480",7480,7480,280,"Анатолий",10,62366513,2015,"март","male","Anatoliy","mart"
"7481",7481,7481,281,"Арсен",9,62366514,2015,"март","male","Arsen","mart"
"7482",7482,7482,282,"Ростислав",9,62366515,2015,"март","male","Rostislav","mart"
"7483",7483,7483,283,"Эмир",9,62366516,2015,"март","male","Emir","mart"
"7484",7484,7484,284,"Виталий",9,62366517,2015,"март","male","Vitaliy","mart"
"7485",7485,7485,285,"Умар",9,62366518,2015,"март","male","Umar","mart"
"7486",7486,7486,286,"Роберт",9,62366519,2015,"март","male","Robert","mart"
"7487",7487,7487,287,"Серафим",9,62366520,2015,"март","male","Serafim","mart"
"7488",7488,7488,288,"Адам",9,62366521,2015,"март","male","Adam","mart"
"7489",7489,7489,289,"Демьян",9,62366522,2015,"март","male","Demʹyan","mart"
"7490",7490,7490,290,"Али",8,62366523,2015,"март","male","Ali","mart"
"7491",7491,7491,291,"Магомед",8,62366524,2015,"март","male","Magomed","mart"
"7492",7492,7492,292,"Аслан",8,62366526,2015,"март","male","Aslan","mart"
"7493",7493,7493,293,"Яромир",8,62366527,2015,"март","male","Yaromir","mart"
"7494",7494,7494,294,"Петр",8,62366528,2015,"март","male","Petr","mart"
"7495",7495,7495,295,"Марат",8,62366529,2015,"март","male","Marat","mart"
"7496",7496,7496,296,"Филипп",7,62366530,2015,"март","male","Filipp","mart"
"7497",7497,7497,297,"Самир",7,62366531,2015,"март","male","Samir","mart"
"7498",7498,7498,298,"Марсель",7,62366532,2015,"март","male","Marselʹ","mart"
"7499",7499,7499,299,"Ильяс",7,62366533,2015,"март","male","Ilʹyas","mart"
"7500",7500,7500,300,"Федор",7,62366534,2015,"март","male","Fedor","mart"
"7501",7501,7501,301,"Александр",297,62366535,2015,"апрель","male","Aleksandr","aprelʹ"
"7502",7502,7502,302,"Максим",239,62366536,2015,"апрель","male","Maksim","aprelʹ"
"7503",7503,7503,303,"Михаил",225,62366537,2015,"апрель","male","Mikhail","aprelʹ"
"7504",7504,7504,304,"Артём",219,62366538,2015,"апрель","male","Artëm","aprelʹ"
"7505",7505,7505,305,"Иван",209,62366539,2015,"апрель","male","Ivan","aprelʹ"
"7506",7506,7506,306,"Даниил",190,62366540,2015,"апрель","male","Daniil","aprelʹ"
"7507",7507,7507,307,"Дмитрий",181,62366541,2015,"апрель","male","Dmitriy","aprelʹ"
"7508",7508,7508,308,"Егор",164,62366542,2015,"апрель","male","Yegor","aprelʹ"
"7509",7509,7509,309,"Кирилл",154,62366543,2015,"апрель","male","Kirill","aprelʹ"
