"","ID","Name","NumberOfPersons","global_id","Year","Month","Sex"
"8727","1527","Владислав",57,"323279074",2016,"апрель","male"
"8728","1528","Константин",56,"323279075",2016,"апрель","male"
"8729","1529","Павел",56,"323279088",2016,"апрель","male"
"8730","1530","Давид",53,"323279092",2016,"апрель","male"
"8731","1531","Макар",53,"323279096",2016,"апрель","male"
"8732","1532","Григорий",52,"323279108",2016,"апрель","male"
"8733","1533","Денис",48,"323279112",2016,"апрель","male"
"8734","1534","Платон",48,"323279116",2016,"апрель","male"
"8735","1535","Арсений",47,"323279121",2016,"апрель","male"
"8736","1536","Глеб",46,"323279126",2016,"апрель","male"
"8737","1537","Семён",45,"323279134",2016,"апрель","male"
"8738","1538","Данила",40,"323279139",2016,"апрель","male"
"8739","1539","Артемий",37,"323279145",2016,"апрель","male"
"8740","1540","Мирон",35,"323279150",2016,"апрель","male"
"8741","1541","Евгений",33,"323279157",2016,"апрель","male"
"8742","1542","Пётр",32,"323279163",2016,"апрель","male"
"8743","1543","Василий",30,"323279168",2016,"апрель","male"
"8744","1544","Руслан",30,"323279174",2016,"апрель","male"
"8745","1545","Савелий",29,"323279177",2016,"апрель","male"
"8746","1546","Вадим",28,"323279182",2016,"апрель","male"
"8747","1547","Виктор",28,"323279186",2016,"апрель","male"
"8748","1548","Вячеслав",28,"323279194",2016,"апрель","male"
"8749","1549","Юрий",27,"323279199",2016,"апрель","male"
"8750","1550","Артур",26,"323279206",2016,"апрель","male"
"8751","1551","Даниэль",26,"323279210",2016,"апрель","male"
"8752","1552","Амир",25,"323279215",2016,"апрель","male"
"8753","1553","Богдан",25,"323279219",2016,"апрель","male"
"8754","1554","Борис",25,"323279224",2016,"апрель","male"
"8755","1555","Тихон",25,"323279228",2016,"апрель","male"
"8756","1556","Антон",24,"323279235",2016,"апрель","male"
"8757","1557","Али",24,"323279238",2016,"апрель","male"
"8758","1558","Игорь",23,"323279244",2016,"апрель","male"
"8759","1559","Леонид",23,"323279248",2016,"апрель","male"
"8760","1560","Святослав",23,"323279253",2016,"апрель","male"
"8761","1561","Захар",21,"323279257",2016,"апрель","male"
"8762","1562","Всеволод",19,"323279263",2016,"апрель","male"
"8763","1563","Олег",19,"323279267",2016,"апрель","male"
"8764","1564","Умар",18,"323279268",2016,"апрель","male"
"8765","1565","Роберт",17,"323279269",2016,"апрель","male"
"8766","1566","Артем",16,"323279270",2016,"апрель","male"
"8767","1567","Филипп",16,"323279271",2016,"апрель","male"
"8768","1568","Адам",14,"323279272",2016,"апрель","male"
"8769","1569","Герман",14,"323279273",2016,"апрель","male"
"8770","1570","Лука",14,"323279274",2016,"апрель","male"
"8771","1571","Мирослав",14,"323279275",2016,"апрель","male"
"8772","1572","Мухаммад",14,"323279276",2016,"апрель","male"
"8773","1573","Гордей",13,"323279277",2016,"апрель","male"
"8774","1574","Родион",13,"323279278",2016,"апрель","male"
"8775","1575","Савва",13,"323279279",2016,"апрель","male"
"8776","1576","Дамир",12,"323279281",2016,"апрель","male"
"8777","1577","Демид",12,"323279282",2016,"апрель","male"
"8778","1578","Елисей",12,"323279283",2016,"апрель","male"
"8779","1579","Станислав",12,"323279284",2016,"апрель","male"
"8780","1580","Демьян",11,"323279285",2016,"апрель","male"
"8781","1581","Ростислав",11,"323279286",2016,"апрель","male"
"8782","1582","Серафим",11,"323279287",2016,"апрель","male"
"8783","1583","Тигран",11,"323279288",2016,"апрель","male"
"8784","1584","Арсен",10,"323279289",2016,"апрель","male"
"8785","1585","Ибрагим",10,"323279290",2016,"апрель","male"
"8786","1586","Данил",9,"323279291",2016,"апрель","male"
"8787","1587","Марсель",9,"323279292",2016,"апрель","male"
"8788","1588","Эмиль",9,"323279293",2016,"апрель","male"
"8789","1589","Яромир",9,"323279294",2016,"апрель","male"
"8790","1590","Анатолий",8,"323279295",2016,"апрель","male"
"8791","1591","Билал",8,"323279296",2016,"апрель","male"
"8792","1592","Виталий",8,"323279297",2016,"апрель","male"
"8793","1593","Марат",8,"323279298",2016,"апрель","male"
"8794","1594","Федор",8,"323279299",2016,"апрель","male"
"8795","1595","Эрик",8,"323279300",2016,"апрель","male"
"8796","1596","Алихан",7,"323279301",2016,"апрель","male"
"8797","1597","Валерий",7,"323279302",2016,"апрель","male"
"8798","1598","Ратмир",7,"323279303",2016,"апрель","male"
"8799","1599","Эмир",7,"323279304",2016,"апрель","male"
"8800","1600","Ян",7,"323279305",2016,"апрель","male"
"8801","1601","Александр",289,"170907810",2016,"май","male"
"8802","1602","Максим",278,"170907811",2016,"май","male"
"8803","1603","Артём",254,"170907812",2016,"май","male"
"8804","1604","Иван",236,"170907813",2016,"май","male"
"8805","1605","Михаил",229,"170907814",2016,"май","male"
"8806","1606","Дмитрий",186,"170907815",2016,"май","male"
"8807","1607","Даниил",171,"170907816",2016,"май","male"
"8808","1608","Егор",152,"170907817",2016,"май","male"
"8809","1609","Кирилл",140,"170907818",2016,"май","male"
"8810","1610","Тимофей",126,"170907819",2016,"май","male"
"8811","1611","Алексей",125,"322907282",2016,"май","male"
"8812","1612","Андрей",123,"323279306",2016,"май","male"
"8813","1613","Никита",120,"323279307",2016,"май","male"
"8814","1614","Матвей",117,"323279308",2016,"май","male"
"8815","1615","Илья",110,"323279309",2016,"май","male"
"8816","1616","Марк",107,"323279310",2016,"май","male"
"8817","1617","Ярослав",105,"323279311",2016,"май","male"
"8818","1618","Владимир",102,"323279313",2016,"май","male"
"8819","1619","Роман",99,"323279314",2016,"май","male"
"8820","1620","Лев",98,"323279315",2016,"май","male"
"8821","1621","Георгий",93,"323279316",2016,"май","male"
"8822","1622","Константин",81,"323279317",2016,"май","male"
"8823","1623","Фёдор",79,"323279318",2016,"май","male"
"8824","1624","Степан",73,"323279319",2016,"май","male"
"8825","1625","Сергей",71,"323279320",2016,"май","male"
"8826","1626","Глеб",68,"323279321",2016,"май","male"
"8827","1627","Николай",68,"323279322",2016,"май","male"
"8828","1628","Владислав",62,"323279323",2016,"май","male"
"8829","1629","Арсений",61,"323279324",2016,"май","male"
"8830","1630","Тимур",61,"323279325",2016,"май","male"
"8831","1631","Григорий",54,"323279326",2016,"май","male"
"8832","1632","Павел",51,"323279327",2016,"май","male"
"8833","1633","Семён",46,"323279357",2016,"май","male"
"8834","1634","Давид",43,"323279378",2016,"май","male"
"8835","1635","Мирон",43,"323279389",2016,"май","male"
"8836","1636","Платон",43,"323279398",2016,"май","male"
"8837","1637","Руслан",43,"323282346",2016,"май","male"
"8838","1638","Артемий",42,"323282347",2016,"май","male"
"8839","1639","Макар",41,"323282348",2016,"май","male"
"8840","1640","Денис",39,"323282356",2016,"май","male"
"8841","1641","Виктор",37,"323282357",2016,"май","male"
"8842","1642","Евгений",35,"323282360",2016,"май","male"
"8843","1643","Юрий",35,"323282370",2016,"май","male"
"8844","1644","Василий",33,"323282381",2016,"май","male"
"8845","1645","Леонид",32,"323282382",2016,"май","male"
"8846","1646","Вячеслав",31,"323282383",2016,"май","male"
"8847","1647","Савелий",31,"323282384",2016,"май","male"
"8848","1648","Антон",30,"323282385",2016,"май","male"
"8849","1649","Данила",29,"323282391",2016,"май","male"
"8850","1650","Вадим",26,"323282395",2016,"май","male"
"8851","1651","Пётр",26,"323282397",2016,"май","male"
"8852","1652","Елисей",24,"323282398",2016,"май","male"
"8853","1653","Олег",24,"323282399",2016,"май","male"
"8854","1654","Адам",23,"323282400",2016,"май","male"
"8855","1655","Даниэль",23,"323282412",2016,"май","male"
"8856","1656","Демид",23,"323282413",2016,"май","male"
"8857","1657","Захар",23,"323282414",2016,"май","male"
"8858","1658","Игорь",23,"323282416",2016,"май","male"
"8859","1659","Тихон",22,"323282424",2016,"май","male"
"8860","1660","Святослав",21,"323282425",2016,"май","male"
"8861","1661","Али",20,"323282426",2016,"май","male"
"8862","1662","Амир",20,"323282427",2016,"май","male"
"8863","1663","Богдан",20,"323282428",2016,"май","male"
"8864","1664","Артур",19,"323282432",2016,"май","male"
"8865","1665","Мирослав",19,"323282438",2016,"май","male"
"8866","1666","Филипп",19,"323282450",2016,"май","male"
"8867","1667","Лука",17,"323282490",2016,"май","male"
"8868","1668","Артем",16,"323282504",2016,"май","male"
"8869","1669","Мухаммад",16,"323282513",2016,"май","male"
"8870","1670","Умар",16,"323282522",2016,"май","male"
"8871","1671","Ян",16,"323282527",2016,"май","male"
"8872","1672","Дамир",15,"323282541",2016,"май","male"
"8873","1673","Борис",14,"323282547",2016,"май","male"
"8874","1674","Всеволод",14,"323282558",2016,"май","male"
"8875","1675","Серафим",14,"323282563",2016,"май","male"
"8876","1676","Родион",13,"323282564",2016,"май","male"
"8877","1677","Савва",13,"323282565",2016,"май","male"
"8878","1678","Эмир",13,"323282615",2016,"май","male"
"8879","1679","Роберт",12,"323282626",2016,"май","male"
"8880","1680","Станислав",11,"323282643",2016,"май","male"
"8881","1681","Тамерлан",11,"323282655",2016,"май","male"
"8882","1682","Виталий",10,"323282665",2016,"май","male"
"8883","1683","Герман",10,"323282672",2016,"май","male"
"8884","1684","Ибрагим",10,"323282687",2016,"май","male"
"8885","1685","Рустам",10,"323282688",2016,"май","male"
"8886","1686","Валерий",9,"323282693",2016,"май","male"
"8887","1687","Гордей",9,"323282702",2016,"май","male"
"8888","1688","Демьян",9,"323282703",2016,"май","male"
"8889","1689","Ислам",9,"323282709",2016,"май","male"
"8890","1690","Мартин",9,"323282714",2016,"май","male"
"8891","1691","Эмиль",9,"323282715",2016,"май","male"
"8892","1692","Анатолий",8,"323282731",2016,"май","male"
"8893","1693","Магомед",8,"323282743",2016,"май","male"
"8894","1694","Аслан",7,"323282762",2016,"май","male"
"8895","1695","Данил",7,"323282782",2016,"май","male"
"8896","1696","Леон",7,"323282802",2016,"май","male"
"8897","1697","Марсель",7,"323282816",2016,"май","male"
"8898","1698","Сулейман",7,"323282834",2016,"май","male"
"8899","1699","Федор",7,"323282850",2016,"май","male"
"8900","1700","Яков",7,"323282869",2016,"май","male"
"8901","1701","Александр",333,"171626639",2016,"июнь","male"
"8902","1702","Максим",271,"171626640",2016,"июнь","male"
"8903","1703","Михаил",245,"171626641",2016,"июнь","male"
"8904","1704","Иван",239,"171626642",2016,"июнь","male"
"8905","1705","Артём",236,"171626643",2016,"июнь","male"
"8906","1706","Дмитрий",236,"171626644",2016,"июнь","male"
"8907","1707","Даниил",178,"171626645",2016,"июнь","male"
"8908","1708","Кирилл",170,"171626646",2016,"июнь","male"
"8909","1709","Егор",148,"171626647",2016,"июнь","male"
"8910","1710","Андрей",145,"171626648",2016,"июнь","male"
"8911","1711","Матвей",145,"323277054",2016,"июнь","male"
"8912","1712","Никита",131,"323277055",2016,"июнь","male"
"8913","1713","Марк",122,"323277056",2016,"июнь","male"
"8914","1714","Алексей",121,"323277057",2016,"июнь","male"
"8915","1715","Тимофей",117,"323277058",2016,"июнь","male"
"8916","1716","Владимир",114,"323277059",2016,"июнь","male"
"8917","1717","Роман",112,"323277060",2016,"июнь","male"
"8918","1718","Ярослав",112,"323277061",2016,"июнь","male"
"8919","1719","Илья",103,"323277062",2016,"июнь","male"
"8920","1720","Сергей",96,"323277063",2016,"июнь","male"
"8921","1721","Константин",93,"323277064",2016,"июнь","male"
"8922","1722","Лев",92,"323277065",2016,"июнь","male"
"8923","1723","Николай",88,"323277066",2016,"июнь","male"
"8924","1724","Фёдор",83,"323277067",2016,"июнь","male"
"8925","1725","Павел",81,"323277068",2016,"июнь","male"
"8926","1726","Владислав",80,"323277069",2016,"июнь","male"
"8927","1727","Георгий",74,"323277070",2016,"июнь","male"
"8928","1728","Степан",74,"323277071",2016,"июнь","male"
"8929","1729","Глеб",63,"323277072",2016,"июнь","male"
"8930","1730","Тимур",58,"323277073",2016,"июнь","male"
"8931","1731","Артемий",55,"323277074",2016,"июнь","male"
"8932","1732","Денис",54,"323277075",2016,"июнь","male"
"8933","1733","Арсений",53,"323277076",2016,"июнь","male"
"8934","1734","Давид",50,"323277077",2016,"июнь","male"
"8935","1735","Виктор",48,"323277078",2016,"июнь","male"
"8936","1736","Платон",48,"323277079",2016,"июнь","male"
"8937","1737","Леонид",47,"323277080",2016,"июнь","male"
"8938","1738","Семён",46,"323277081",2016,"июнь","male"
"8939","1739","Игорь",45,"323277082",2016,"июнь","male"
"8940","1740","Макар",45,"323277083",2016,"июнь","male"
"8941","1741","Мирон",44,"323277085",2016,"июнь","male"
"8942","1742","Евгений",42,"323277086",2016,"июнь","male"
"8943","1743","Григорий",40,"323277087",2016,"июнь","male"
"8944","1744","Руслан",36,"323277088",2016,"июнь","male"
"8945","1745","Артем",34,"323277089",2016,"июнь","male"
"8946","1746","Данила",33,"323277090",2016,"июнь","male"
"8947","1747","Елисей",32,"323277091",2016,"июнь","male"
"8948","1748","Олег",32,"323277092",2016,"июнь","male"
"8949","1749","Амир",30,"323277093",2016,"июнь","male"
"8950","1750","Пётр",30,"323277094",2016,"июнь","male"
"8951","1751","Антон",29,"323277095",2016,"июнь","male"
"8952","1752","Василий",29,"323277096",2016,"июнь","male"
"8953","1753","Даниэль",29,"323277097",2016,"июнь","male"
"8954","1754","Роберт",29,"323277098",2016,"июнь","male"
"8955","1755","Артур",28,"323277099",2016,"июнь","male"
"8956","1756","Вадим",28,"323277100",2016,"июнь","male"
"8957","1757","Савелий",28,"323277101",2016,"июнь","male"
"8958","1758","Богдан",27,"323277102",2016,"июнь","male"
"8959","1759","Вячеслав",27,"323277103",2016,"июнь","male"
"8960","1760","Всеволод",26,"323277104",2016,"июнь","male"
"8961","1761","Герман",25,"323277105",2016,"июнь","male"
"8962","1762","Юрий",24,"323277106",2016,"июнь","male"
"8963","1763","Демид",23,"323277107",2016,"июнь","male"
"8964","1764","Захар",21,"323277108",2016,"июнь","male"
"8965","1765","Адам",19,"323277109",2016,"июнь","male"
"8966","1766","Святослав",19,"323277110",2016,"июнь","male"
"8967","1767","Али",18,"323277111",2016,"июнь","male"
"8968","1768","Дамир",18,"323277112",2016,"июнь","male"
"8969","1769","Лука",18,"323277113",2016,"июнь","male"
"8970","1770","Умар",18,"323277114",2016,"июнь","male"
"8971","1771","Мухаммад",17,"323277115",2016,"июнь","male"
"8972","1772","Борис",16,"323277116",2016,"июнь","male"
"8973","1773","Данил",16,"323277117",2016,"июнь","male"
"8974","1774","Гордей",15,"323277118",2016,"июнь","male"
"8975","1775","Тихон",15,"323277119",2016,"июнь","male"
"8976","1776","Савва",14,"323277120",2016,"июнь","male"
"8977","1777","Рамазан",13,"323277121",2016,"июнь","male"
"8978","1778","Эмиль",13,"323277122",2016,"июнь","male"
"8979","1779","Ян",13,"323277123",2016,"июнь","male"
"8980","1780","Федор",12,"323277124",2016,"июнь","male"
"8981","1781","Валерий",11,"323277125",2016,"июнь","male"
"8982","1782","Ислам",11,"323277126",2016,"июнь","male"
"8983","1783","Мирослав",11,"323277127",2016,"июнь","male"
"8984","1784","Филипп",11,"323277128",2016,"июнь","male"
"8985","1785","Станислав",10,"323277129",2016,"июнь","male"
"8986","1786","Алинур",9,"323277130",2016,"июнь","male"
"8987","1787","Арсен",9,"323277131",2016,"июнь","male"
"8988","1788","Серафим",9,"323277132",2016,"июнь","male"
"8989","1789","Анатолий",8,"323277133",2016,"июнь","male"
"8990","1790","Марсель",8,"323277134",2016,"июнь","male"
"8991","1791","Родион",8,"323277135",2016,"июнь","male"
"8992","1792","Эмир",8,"323277136",2016,"июнь","male"
"8993","1793","Амин",7,"323277137",2016,"июнь","male"
"8994","1794","Ибрагим",7,"323277138",2016,"июнь","male"
"8995","1795","Леон",7,"323277139",2016,"июнь","male"
"8996","1796","Алан",6,"323277140",2016,"июнь","male"
"8997","1797","Альберт",6,"323277141",2016,"июнь","male"
"8998","1798","Абубакр",6,"323277142",2016,"июнь","male"
"8999","1799","Ахмад",6,"323277143",2016,"июнь","male"
"9000","1800","Билал",6,"323277144",2016,"июнь","male"
"9001","1801","Александр",266,"272397825",2016,"июль","male"
"9002","1802","Иван",257,"272397827",2016,"июль","male"
"9003","1803","Максим",255,"272397828",2016,"июль","male"
"9004","1804","Михаил",235,"272397829",2016,"июль","male"
"9005","1805","Артём",219,"272397830",2016,"июль","male"
"9006","1806","Дмитрий",196,"272397831",2016,"июль","male"
"9007","1807","Даниил",191,"272397832",2016,"июль","male"
"9008","1808","Андрей",180,"272397833",2016,"июль","male"
"9009","1809","Егор",142,"272397834",2016,"июль","male"
"9010","1810","Кирилл",139,"272397835",2016,"июль","male"
"9011","1811","Никита",139,"284607349",2016,"июль","male"
"9012","1812","Илья",131,"284607352",2016,"июль","male"
"9013","1813","Марк",128,"323277148",2016,"июль","male"
"9014","1814","Роман",125,"323277149",2016,"июль","male"
"9015","1815","Матвей",120,"323277150",2016,"июль","male"
"9016","1816","Алексей",117,"323277151",2016,"июль","male"
"9017","1817","Павел",113,"323277152",2016,"июль","male"
"9018","1818","Владимир",112,"323277153",2016,"июль","male"
"9019","1819","Лев",108,"323277154",2016,"июль","male"
"9020","1820","Ярослав",108,"323277155",2016,"июль","male"
"9021","1821","Сергей",107,"323277156",2016,"июль","male"
"9022","1822","Тимофей",103,"323277157",2016,"июль","male"
"9023","1823","Степан",88,"323277158",2016,"июль","male"
"9024","1824","Фёдор",88,"323277159",2016,"июль","male"
"9025","1825","Константин",84,"323277160",2016,"июль","male"
"9026","1826","Владислав",68,"323277161",2016,"июль","male"
"9027","1827","Глеб",68,"323277162",2016,"июль","male"
"9028","1828","Георгий",67,"323277163",2016,"июль","male"
"9029","1829","Арсений",64,"323277164",2016,"июль","male"
"9030","1830","Николай",63,"323277165",2016,"июль","male"
"9031","1831","Давид",62,"323277166",2016,"июль","male"
"9032","1832","Артемий",57,"323277167",2016,"июль","male"
"9033","1833","Денис",55,"323277168",2016,"июль","male"
"9034","1834","Григорий",54,"323277169",2016,"июль","male"
"9035","1835","Мирон",54,"323277170",2016,"июль","male"
"9036","1836","Виктор",47,"323277172",2016,"июль","male"
"9037","1837","Тимур",45,"323277173",2016,"июль","male"
"9038","1838","Елисей",43,"323277174",2016,"июль","male"
"9039","1839","Данила",41,"323277175",2016,"июль","male"
"9040","1840","Леонид",40,"323277176",2016,"июль","male"
"9041","1841","Руслан",40,"323277177",2016,"июль","male"
"9042","1842","Макар",39,"323277178",2016,"июль","male"
"9043","1843","Пётр",39,"323277179",2016,"июль","male"
"9044","1844","Амир",36,"323277180",2016,"июль","male"
"9045","1845","Семён",36,"323277181",2016,"июль","male"
"9046","1846","Евгений",35,"323277182",2016,"июль","male"
"9047","1847","Платон",35,"323277183",2016,"июль","male"
"9048","1848","Вячеслав",33,"323277184",2016,"июль","male"
"9049","1849","Савелий",32,"323277185",2016,"июль","male"
"9050","1850","Юрий",32,"323277186",2016,"июль","male"
"9051","1851","Богдан",30,"323277187",2016,"июль","male"
"9052","1852","Антон",28,"323277188",2016,"июль","male"
"9053","1853","Герман",28,"323277189",2016,"июль","male"
"9054","1854","Василий",26,"323277190",2016,"июль","male"
"9055","1855","Игорь",26,"323277191",2016,"июль","male"
"9056","1856","Святослав",26,"323277192",2016,"июль","male"
"9057","1857","Всеволод",24,"323277193",2016,"июль","male"
"9058","1858","Демид",24,"323277194",2016,"июль","male"
"9059","1859","Даниэль",23,"323277195",2016,"июль","male"
"9060","1860","Артур",22,"323277196",2016,"июль","male"
"9061","1861","Вадим",22,"323277197",2016,"июль","male"
"9062","1862","Адам",21,"323277198",2016,"июль","male"
"9063","1863","Артем",21,"323277199",2016,"июль","male"
"9064","1864","Станислав",21,"323277200",2016,"июль","male"
"9065","1865","Захар",20,"323277201",2016,"июль","male"
"9066","1866","Тихон",20,"323277202",2016,"июль","male"
"9067","1867","Борис",19,"323277203",2016,"июль","male"
"9068","1868","Мухаммад",19,"323277204",2016,"июль","male"
"9069","1869","Олег",19,"323277205",2016,"июль","male"
"9070","1870","Гордей",18,"323277207",2016,"июль","male"
"9071","1871","Рамазан",18,"323277208",2016,"июль","male"
"9072","1872","Данил",17,"323277209",2016,"июль","male"
"9073","1873","Родион",17,"323277210",2016,"июль","male"
"9074","1874","Умар",16,"323277211",2016,"июль","male"
"9075","1875","Филипп",16,"323277212",2016,"июль","male"
"9076","1876","Дамир",15,"323277213",2016,"июль","male"
"9077","1877","Роберт",15,"323277214",2016,"июль","male"
"9078","1878","Федор",15,"323277215",2016,"июль","male"
"9079","1879","Али",14,"323277216",2016,"июль","male"
"9080","1880","Лука",14,"323277217",2016,"июль","male"
"9081","1881","Эмиль",14,"323277218",2016,"июль","male"
"9082","1882","Демьян",13,"323277219",2016,"июль","male"
"9083","1883","Ибрагим",13,"323277220",2016,"июль","male"
"9084","1884","Мирослав",13,"323277221",2016,"июль","male"
"9085","1885","Савва",13,"323277222",2016,"июль","male"
"9086","1886","Валерий",12,"323277223",2016,"июль","male"
"9087","1887","Марат",12,"323277226",2016,"июль","male"
"9088","1888","Петр",12,"323277227",2016,"июль","male"
"9089","1889","Серафим",12,"323277228",2016,"июль","male"
"9090","1890","Яков",11,"323277230",2016,"июль","male"
"9091","1891","Ян",11,"323277231",2016,"июль","male"
"9092","1892","Алан",10,"323277232",2016,"июль","male"
"9093","1893","Леон",10,"323277233",2016,"июль","male"
"9094","1894","Эмир",10,"323277235",2016,"июль","male"
"9095","1895","Анатолий",9,"323277236",2016,"июль","male"
"9096","1896","Имран",9,"323277237",2016,"июль","male"
"9097","1897","Самир",9,"323277238",2016,"июль","male"
"9098","1898","Алихан",8,"323277240",2016,"июль","male"
"9099","1899","Мартин",8,"323277241",2016,"июль","male"
"9100","1900","Тигран",8,"323277242",2016,"июль","male"
"9101","1901","Александр",316,"273024739",2016,"август","male"
"9102","1902","Максим",294,"273024740",2016,"август","male"
"9103","1903","Артём",260,"273024741",2016,"август","male"
"9104","1904","Михаил",249,"273024742",2016,"август","male"
"9105","1905","Илья",245,"273024743",2016,"август","male"
"9106","1906","Иван",223,"273024744",2016,"август","male"
"9107","1907","Дмитрий",212,"273024745",2016,"август","male"
"9108","1908","Даниил",194,"273024746",2016,"август","male"
"9109","1909","Лев",176,"273024747",2016,"август","male"
"9110","1910","Андрей",156,"273024748",2016,"август","male"
"9111","1911","Роман",156,"323281392",2016,"август","male"
"9112","1912","Матвей",149,"323281394",2016,"август","male"
"9113","1913","Кирилл",146,"323281395",2016,"август","male"
"9114","1914","Алексей",132,"323281396",2016,"август","male"
"9115","1915","Ярослав",131,"323281398",2016,"август","male"
"9116","1916","Егор",127,"323281400",2016,"август","male"
"9117","1917","Марк",124,"323281401",2016,"август","male"
"9118","1918","Владимир",123,"323281402",2016,"август","male"
"9119","1919","Тимофей",123,"323281403",2016,"август","male"
"9120","1920","Никита",103,"323281405",2016,"август","male"
"9121","1921","Фёдор",97,"323281410",2016,"август","male"
"9122","1922","Константин",86,"323281411",2016,"август","male"
"9123","1923","Сергей",84,"323281412",2016,"август","male"
"9124","1924","Степан",76,"323281413",2016,"август","male"
"9125","1925","Павел",75,"323281414",2016,"август","male"
"9126","1926","Владислав",73,"323281415",2016,"август","male"
"9127","1927","Тимур",70,"323281416",2016,"август","male"
"9128","1928","Денис",63,"323281417",2016,"август","male"
"9129","1929","Глеб",62,"323281418",2016,"август","male"
"9130","1930","Мирон",62,"323281419",2016,"август","male"
"9131","1931","Николай",60,"323281421",2016,"август","male"
"9132","1932","Леонид",59,"323281422",2016,"август","male"
"9133","1933","Семён",59,"323281423",2016,"август","male"
"9134","1934","Арсений",58,"323281424",2016,"август","male"
"9135","1935","Давид",55,"323281425",2016,"август","male"
"9136","1936","Руслан",52,"323281426",2016,"август","male"
"9137","1937","Артемий",51,"323281427",2016,"август","male"
"9138","1938","Георгий",51,"323281428",2016,"август","male"
"9139","1939","Евгений",49,"323281429",2016,"август","male"
"9140","1940","Макар",49,"323281432",2016,"август","male"
"9141","1941","Григорий",45,"323281433",2016,"август","male"
"9142","1942","Платон",40,"323281435",2016,"август","male"
"9143","1943","Даниэль",36,"323281436",2016,"август","male"
"9144","1944","Пётр",35,"323281437",2016,"август","male"
"9145","1945","Амир",34,"323281438",2016,"август","male"
"9146","1946","Василий",33,"323281439",2016,"август","male"
"9147","1947","Игорь",33,"323281440",2016,"август","male"
"9148","1948","Антон",31,"323281441",2016,"август","male"
"9149","1949","Данила",30,"323281442",2016,"август","male"
"9150","1950","Савелий",29,"323281443",2016,"август","male"
"9151","1951","Олег",27,"323281444",2016,"август","male"
"9152","1952","Умар",27,"323281445",2016,"август","male"
"9153","1953","Мирослав",26,"323281446",2016,"август","male"
"9154","1954","Богдан",25,"323281447",2016,"август","male"
"9155","1955","Виктор",25,"323281448",2016,"август","male"
"9156","1956","Елисей",25,"323281449",2016,"август","male"
"9157","1957","Юрий",25,"323281450",2016,"август","male"
"9158","1958","Лука",24,"323281451",2016,"август","male"
"9159","1959","Савва",23,"323281452",2016,"август","male"
"9160","1960","Святослав",23,"323281453",2016,"август","male"
"9161","1961","Адам",21,"323281454",2016,"август","male"
"9162","1962","Герман",21,"323281455",2016,"август","male"
"9163","1963","Захар",21,"323281456",2016,"август","male"
"9164","1964","Вадим",20,"323281457",2016,"август","male"
"9165","1965","Вячеслав",20,"323281458",2016,"август","male"
"9166","1966","Демид",20,"323281459",2016,"август","male"
"9167","1967","Али",19,"323281460",2016,"август","male"
"9168","1968","Серафим",19,"323281461",2016,"август","male"
"9169","1969","Роберт",18,"323281465",2016,"август","male"
"9170","1970","Артем",17,"323281468",2016,"август","male"
"9171","1971","Гордей",17,"323281469",2016,"август","male"
"9172","1972","Тихон",17,"323281470",2016,"август","male"
"9173","1973","Артур",16,"323281471",2016,"август","male"
"9174","1974","Всеволод",16,"323281472",2016,"август","male"
"9175","1975","Станислав",15,"323281473",2016,"август","male"
"9176","1976","Данил",14,"323281474",2016,"август","male"
"9177","1977","Мухаммад",13,"323281475",2016,"август","male"
"9178","1978","Эмин",13,"323281476",2016,"август","male"
"9179","1979","Борис",12,"323281477",2016,"август","male"
"9180","1980","Марсель",12,"323281478",2016,"август","male"
"9181","1981","Родион",12,"323281479",2016,"август","male"
"9182","1982","Эмиль",12,"323281480",2016,"август","male"
"9183","1983","Билал",11,"323281481",2016,"август","male"
"9184","1984","Дамир",11,"323281482",2016,"август","male"
"9185","1985","Анатолий",10,"323281483",2016,"август","male"
"9186","1986","Алихан",10,"323281484",2016,"август","male"
"9187","1987","Арсен",10,"323281485",2016,"август","male"
"9188","1988","Ильяс",10,"323281486",2016,"август","male"
"9189","1989","Леон",10,"323281488",2016,"август","male"
"9190","1990","Мансур",10,"323281489",2016,"август","male"
"9191","1991","Филипп",10,"323281490",2016,"август","male"
"9192","1992","Халид",10,"323281491",2016,"август","male"
"9193","1993","Юсуф",10,"323281492",2016,"август","male"
"9194","1994","Абубакр",9,"323281493",2016,"август","male"
"9195","1995","Даниял",9,"323281494",2016,"август","male"
"9196","1996","Демьян",9,"323281495",2016,"август","male"
"9197","1997","Ибрагим",9,"323281496",2016,"август","male"
"9198","1998","Самир",9,"323281497",2016,"август","male"
"9199","1999","Виталий",8,"323281498",2016,"август","male"
"9200","2000","Данис",8,"323281499",2016,"август","male"
"9201","2001","Александр",252,"279024078",2016,"сентябрь","male"
"9202","2002","Максим",246,"279024089",2016,"сентябрь","male"
"9203","2003","Михаил",235,"279024117",2016,"сентябрь","male"
"9204","2004","Артём",228,"279024133",2016,"сентябрь","male"
"9205","2005","Иван",206,"279024157",2016,"сентябрь","male"
"9206","2006","Дмитрий",185,"279024169",2016,"сентябрь","male"
"9207","2007","Даниил",162,"279024175",2016,"сентябрь","male"
"9208","2008","Егор",140,"279024191",2016,"сентябрь","male"
"9209","2009","Андрей",135,"279024205",2016,"сентябрь","male"
"9210","2010","Алексей",124,"279024220",2016,"сентябрь","male"
"9211","2011","Марк",124,"323281504",2016,"сентябрь","male"
