"","ID","Name","NumberOfPersons","global_id","Year","Month","Sex"
"1","1","Мария",252,"37750254",2015,"январь","female"
"2","2","Анастасия",224,"37750255",2015,"январь","female"
"3","3","Анна",190,"37750256",2015,"январь","female"
"4","4","Варвара",190,"37750257",2015,"январь","female"
"5","5","Виктория",186,"37750258",2015,"январь","female"
"6","6","Полина",176,"62368403",2015,"январь","female"
"7","7","Алиса",175,"62368404",2015,"январь","female"
"8","8","София",172,"62368405",2015,"январь","female"
"9","9","Елизавета",165,"62368406",2015,"январь","female"
"10","10","Дарья",156,"62368407",2015,"январь","female"
"11","11","Александра",147,"62368408",2015,"январь","female"
"12","12","Ксения",146,"62368409",2015,"январь","female"
"13","13","Екатерина",118,"62368410",2015,"январь","female"
"14","14","Арина",112,"62368411",2015,"январь","female"
"15","15","Софья",103,"62368412",2015,"январь","female"
"16","16","Милана",101,"62368413",2015,"январь","female"
"17","17","Вероника",98,"62368414",2015,"январь","female"
"18","18","Валерия",97,"62368415",2015,"январь","female"
"19","19","Василиса",97,"62368416",2015,"январь","female"
"20","20","Ева",90,"62368417",2015,"январь","female"
"21","21","Ульяна",68,"62368418",2015,"январь","female"
"22","22","Кира",63,"62368419",2015,"январь","female"
"23","23","Татьяна",56,"62368420",2015,"январь","female"
"24","24","Маргарита",55,"62368421",2015,"январь","female"
"25","25","Таисия",55,"62368422",2015,"январь","female"
"26","26","Алёна",52,"62368423",2015,"январь","female"
"27","27","Кристина",48,"62368424",2015,"январь","female"
"28","28","Алина",48,"62368425",2015,"январь","female"
"29","29","Ольга",46,"62368426",2015,"январь","female"
"30","30","Вера",45,"62368427",2015,"январь","female"
"31","31","Евгения",42,"62368428",2015,"январь","female"
"32","32","Юлия",41,"62368429",2015,"январь","female"
"33","33","Ангелина",38,"62368430",2015,"январь","female"
"34","34","Ирина",36,"62368431",2015,"январь","female"
"35","35","Мирослава",35,"62368432",2015,"январь","female"
"36","36","Амина",34,"62368433",2015,"январь","female"
"37","37","Злата",32,"62368434",2015,"январь","female"
"38","38","Диана",31,"62368435",2015,"январь","female"
"39","39","Элина",28,"62368436",2015,"январь","female"
"40","40","Эмилия",27,"62368437",2015,"январь","female"
"41","41","Майя",23,"62368438",2015,"январь","female"
"42","42","Марьям",22,"62368439",2015,"январь","female"
"43","43","Яна",21,"62368440",2015,"январь","female"
"44","44","Елена",19,"62368441",2015,"январь","female"
"45","45","Милена",19,"62368443",2015,"январь","female"
"46","46","Надежда",18,"62368444",2015,"январь","female"
"47","47","Ника",17,"62368445",2015,"январь","female"
"48","48","Сафия",16,"62368446",2015,"январь","female"
"49","49","Дарина",16,"62368448",2015,"январь","female"
"50","50","Ясмина",15,"62368449",2015,"январь","female"
"51","51","Антонина",15,"62368450",2015,"январь","female"
"52","52","Марина",14,"62368452",2015,"январь","female"
"53","53","Николь",14,"62368453",2015,"январь","female"
"54","54","Агата",14,"62368454",2015,"январь","female"
"55","55","Карина",13,"62368455",2015,"январь","female"
"56","56","Камилла",13,"62368456",2015,"январь","female"
"57","57","Стефания",13,"62368457",2015,"январь","female"
"58","58","Есения",13,"62368458",2015,"январь","female"
"59","59","Нина",13,"62368459",2015,"январь","female"
"60","60","Наталья",12,"62368460",2015,"январь","female"
"61","61","Олеся",12,"62368461",2015,"январь","female"
"62","62","Ариана",11,"62368462",2015,"январь","female"
"63","63","Светлана",11,"62368463",2015,"январь","female"
"64","64","Мадина",11,"62368464",2015,"январь","female"
"65","65","Евангелина",11,"62368465",2015,"январь","female"
"66","66","Аделина",11,"62368466",2015,"январь","female"
"67","67","Мелания",11,"62368467",2015,"январь","female"
"68","68","Камила",10,"62368468",2015,"январь","female"
"69","69","Анжелика",10,"62368469",2015,"январь","female"
"70","70","Малика",9,"62368470",2015,"январь","female"
"71","71","Амелия",9,"62368471",2015,"январь","female"
"72","72","Фатима",9,"62368472",2015,"январь","female"
"73","73","Серафима",9,"62368473",2015,"январь","female"
"74","74","Каролина",9,"62368474",2015,"январь","female"
"75","75","Снежана",8,"62368476",2015,"январь","female"
"76","76","Ярослава",8,"62368477",2015,"январь","female"
"77","77","Аиша",8,"62368478",2015,"январь","female"
"78","78","Адель",8,"62368479",2015,"январь","female"
"79","79","Лидия",8,"62368480",2015,"январь","female"
"80","80","Владислава",8,"62368481",2015,"январь","female"
"81","81","Зоя",8,"62368482",2015,"январь","female"
"82","82","Марьяна",8,"62368483",2015,"январь","female"
"83","83","Валентина",8,"62368484",2015,"январь","female"
"84","84","Лилия",8,"62368485",2015,"январь","female"
"85","85","Станислава",8,"62368486",2015,"январь","female"
"86","86","Эвелина",8,"62368487",2015,"январь","female"
"87","87","Любовь",7,"62368488",2015,"январь","female"
"88","88","Амалия",7,"62368489",2015,"январь","female"
"89","89","Даниэла",7,"62368490",2015,"январь","female"
"90","90","Людмила",7,"62368491",2015,"январь","female"
"91","91","Алеся",7,"62368492",2015,"январь","female"
"92","92","Тамара",7,"62368493",2015,"январь","female"
"93","93","Ясмин",7,"62368494",2015,"январь","female"
"94","94","Мила",7,"62368495",2015,"январь","female"
"95","95","Анфиса",7,"62368496",2015,"январь","female"
"96","96","Агния",7,"62368497",2015,"январь","female"
"97","97","Альбина",7,"62368498",2015,"январь","female"
"98","98","Мелисса",6,"62368499",2015,"январь","female"
"99","99","Алисия",6,"62368500",2015,"январь","female"
"100","100","Алия",6,"62368501",2015,"январь","female"
"101","101","Мария",286,"62368503",2015,"февраль","female"
"102","102","Анастасия",215,"62368504",2015,"февраль","female"
"103","103","Анна",202,"62368505",2015,"февраль","female"
"104","104","Ксения",201,"62368506",2015,"февраль","female"
"105","105","Виктория",173,"62368507",2015,"февраль","female"
"106","106","София",170,"62368508",2015,"февраль","female"
"107","107","Елизавета",169,"62368509",2015,"февраль","female"
"108","108","Алиса",168,"62368510",2015,"февраль","female"
"109","109","Дарья",161,"62368511",2015,"февраль","female"
"110","110","Полина",161,"62368512",2015,"февраль","female"
"111","111","Александра",135,"62368513",2015,"февраль","female"
"112","112","Варвара",130,"62368514",2015,"февраль","female"
"113","113","Екатерина",129,"62368515",2015,"февраль","female"
"114","114","Арина",115,"62368516",2015,"февраль","female"
"115","115","Василиса",110,"62368517",2015,"февраль","female"
"116","116","Вероника",97,"62368518",2015,"февраль","female"
"117","117","Валерия",93,"62368519",2015,"февраль","female"
"118","118","Милана",90,"62368520",2015,"февраль","female"
"119","119","Софья",86,"62368521",2015,"февраль","female"
"120","120","Ева",82,"62368522",2015,"февраль","female"
"121","121","Татьяна",64,"62368523",2015,"февраль","female"
"122","122","Кира",60,"62368524",2015,"февраль","female"
"123","123","Ульяна",58,"62368525",2015,"февраль","female"
"124","124","Алина",54,"62368526",2015,"февраль","female"
"125","125","Алёна",52,"62368527",2015,"февраль","female"
"126","126","Маргарита",50,"62368528",2015,"февраль","female"
"127","127","Таисия",49,"62368529",2015,"февраль","female"
"128","128","Ольга",48,"62368530",2015,"февраль","female"
"129","129","Вера",47,"62368531",2015,"февраль","female"
"130","130","Кристина",45,"62368532",2015,"февраль","female"
"131","131","Диана",40,"62368533",2015,"февраль","female"
"132","132","Яна",34,"62368534",2015,"февраль","female"
"133","133","Мирослава",31,"62368535",2015,"февраль","female"
"134","134","Амина",30,"62368536",2015,"февраль","female"
"135","135","Ангелина",28,"62368537",2015,"февраль","female"
"136","136","Ирина",26,"62368538",2015,"февраль","female"
"137","137","Юлия",26,"62368539",2015,"февраль","female"
"138","138","Евгения",26,"62368540",2015,"февраль","female"
"139","139","Эмилия",23,"62368541",2015,"февраль","female"
"140","140","Светлана",21,"62368542",2015,"февраль","female"
"141","141","Агния",21,"62368543",2015,"февраль","female"
"142","142","Агата",20,"62368544",2015,"февраль","female"
"143","143","Елена",20,"62368545",2015,"февраль","female"
"144","144","Злата",19,"62368546",2015,"февраль","female"
"145","145","Надежда",18,"62368547",2015,"февраль","female"
"146","146","Ярослава",17,"62368548",2015,"февраль","female"
"147","147","Ника",17,"62368549",2015,"февраль","female"
"148","148","Марина",16,"62368550",2015,"февраль","female"
"149","149","Сафия",16,"62368551",2015,"февраль","female"
"150","150","Нина",16,"62368552",2015,"февраль","female"
"151","151","Элина",15,"62368553",2015,"февраль","female"
"152","152","Дарина",15,"62368554",2015,"февраль","female"
"153","153","Аделина",14,"62368555",2015,"февраль","female"
"154","154","Есения",14,"62368556",2015,"февраль","female"
"155","155","Мадина",14,"62368557",2015,"февраль","female"
"156","156","Наталья",13,"62368558",2015,"февраль","female"
"157","157","Ариана",13,"62368559",2015,"февраль","female"
"158","158","Николь",13,"62368560",2015,"февраль","female"
"159","159","Марьям",13,"62368561",2015,"февраль","female"
"160","160","Олеся",12,"62368562",2015,"февраль","female"
"161","161","Малика",11,"62368563",2015,"февраль","female"
"162","162","Карина",11,"62368564",2015,"февраль","female"
"163","163","Милена",11,"62368565",2015,"февраль","female"
"164","164","Майя",11,"62368567",2015,"февраль","female"
"165","165","Марта",10,"62368568",2015,"февраль","female"
"166","166","Айлин",10,"62368569",2015,"февраль","female"
"167","167","Марианна",10,"62368571",2015,"февраль","female"
"168","168","Фатима",10,"62368572",2015,"февраль","female"
"169","169","Амелия",10,"62368573",2015,"февраль","female"
"170","170","Лилия",10,"62368574",2015,"февраль","female"
"171","171","Ясмина",9,"62368575",2015,"февраль","female"
"172","172","Стефания",9,"62368576",2015,"февраль","female"
"173","173","Владислава",9,"62368578",2015,"февраль","female"
"174","174","Лейла",9,"62368579",2015,"февраль","female"
"175","175","Каролина",8,"62368580",2015,"февраль","female"
"176","176","Моника",8,"62368581",2015,"февраль","female"
"177","177","Виталина",8,"62368582",2015,"февраль","female"
"178","178","Сабина",8,"62368583",2015,"февраль","female"
"179","179","Лада",8,"62368585",2015,"февраль","female"
"180","180","Марьяна",8,"62368586",2015,"февраль","female"
"181","181","Влада",8,"62368587",2015,"февраль","female"
"182","182","Оливия",8,"62368588",2015,"февраль","female"
"183","183","Сумая",7,"62368589",2015,"февраль","female"
"184","184","Амира",7,"62368590",2015,"февраль","female"
"185","185","Анжелика",7,"62368592",2015,"февраль","female"
"186","186","Лидия",7,"62368593",2015,"февраль","female"
"187","187","Камилла",7,"62368594",2015,"февраль","female"
"188","188","Тамара",7,"62368595",2015,"февраль","female"
"189","189","Серафима",7,"62368596",2015,"февраль","female"
"190","190","Евангелина",7,"62368597",2015,"февраль","female"
"191","191","Алла",6,"62368598",2015,"февраль","female"
"192","192","Мила",6,"62368600",2015,"февраль","female"
"193","193","Наталия",6,"62368601",2015,"февраль","female"
"194","194","Алия",6,"62368602",2015,"февраль","female"
"195","195","Аиша",6,"62368603",2015,"февраль","female"
"196","196","Нелли",6,"62368604",2015,"февраль","female"
"197","197","Антонина",6,"62368605",2015,"февраль","female"
"198","198","Станислава",6,"62368606",2015,"февраль","female"
"199","199","Сумайя",6,"62368607",2015,"февраль","female"
"200","200","Зоя",6,"62368608",2015,"февраль","female"
"201","201","Мария",243,"62368609",2015,"март","female"
"202","202","Анна",230,"62368610",2015,"март","female"
"203","203","Анастасия",216,"62368611",2015,"март","female"
"204","204","Виктория",211,"62368612",2015,"март","female"
"205","205","София",194,"62368613",2015,"март","female"
"206","206","Алиса",189,"62368614",2015,"март","female"
"207","207","Дарья",177,"62368615",2015,"март","female"
"208","208","Полина",173,"62368616",2015,"март","female"
"209","209","Елизавета",167,"62368617",2015,"март","female"
"210","210","Екатерина",160,"62368618",2015,"март","female"
"211","211","Александра",141,"62368619",2015,"март","female"
"212","212","Ксения",139,"62368620",2015,"март","female"
"213","213","Варвара",139,"62368622",2015,"март","female"
"214","214","Василиса",119,"62368623",2015,"март","female"
"215","215","Вероника",117,"62368624",2015,"март","female"
"216","216","Арина",109,"62368625",2015,"март","female"
"217","217","Валерия",98,"62368626",2015,"март","female"
"218","218","Милана",97,"62368627",2015,"март","female"
"219","219","Софья",91,"62368628",2015,"март","female"
"220","220","Кира",90,"62368629",2015,"март","female"
"221","221","Ева",88,"62368630",2015,"март","female"
"222","222","Алёна",69,"62368631",2015,"март","female"
"223","223","Ульяна",68,"62368632",2015,"март","female"
"224","224","Вера",59,"62368633",2015,"март","female"
"225","225","Ольга",55,"62368634",2015,"март","female"
"226","226","Маргарита",55,"62368635",2015,"март","female"
"227","227","Алина",55,"62368636",2015,"март","female"
"228","228","Диана",47,"62368637",2015,"март","female"
"229","229","Кристина",44,"62368638",2015,"март","female"
"230","230","Таисия",43,"62368639",2015,"март","female"
"231","231","Юлия",42,"62368640",2015,"март","female"
"232","232","Яна",38,"62368641",2015,"март","female"
"233","233","Ирина",36,"62368642",2015,"март","female"
"234","234","Амина",33,"62368644",2015,"март","female"
"235","235","Мирослава",32,"62368645",2015,"март","female"
"236","236","Марина",30,"62368646",2015,"март","female"
"237","237","Ангелина",30,"62368647",2015,"март","female"
"238","238","Евгения",29,"62368648",2015,"март","female"
"239","239","Татьяна",29,"62368649",2015,"март","female"
"240","240","Елена",28,"62368650",2015,"март","female"
"241","241","Злата",27,"62368651",2015,"март","female"
"242","242","Ника",26,"62368652",2015,"март","female"
"243","243","Надежда",23,"62368653",2015,"март","female"
"244","244","Марта",22,"62368654",2015,"март","female"
"245","245","Элина",18,"62368655",2015,"март","female"
"246","246","Олеся",18,"62368656",2015,"март","female"
"247","247","Светлана",17,"62368657",2015,"март","female"
"248","248","Николь",17,"62368658",2015,"март","female"
"249","249","Аделина",17,"62368659",2015,"март","female"
"250","250","Милена",16,"62368660",2015,"март","female"
"251","251","Евдокия",16,"62368661",2015,"март","female"
"252","252","Дарина",16,"62368662",2015,"март","female"
"253","253","Ясмина",16,"62368663",2015,"март","female"
"254","254","Стефания",15,"62368664",2015,"март","female"
"255","255","Марианна",15,"62368665",2015,"март","female"
"256","256","Есения",15,"62368666",2015,"март","female"
"257","257","Зоя",15,"62368667",2015,"март","female"
"258","258","Валентина",15,"62368668",2015,"март","female"
"259","259","Владислава",15,"62368669",2015,"март","female"
"260","260","Агния",15,"62368670",2015,"март","female"
"261","261","Майя",15,"62368671",2015,"март","female"
"262","262","Ярослава",15,"62368672",2015,"март","female"
"263","263","Агата",14,"62368673",2015,"март","female"
"264","264","Раяна",14,"62368674",2015,"март","female"
"265","265","Нина",13,"62368675",2015,"март","female"
"266","266","Эмилия",13,"62368676",2015,"март","female"
"267","267","Алия",13,"62368677",2015,"март","female"
"268","268","Самира",12,"62368678",2015,"март","female"
"269","269","Сафия",12,"62368679",2015,"март","female"
"270","270","Лилия",12,"62368680",2015,"март","female"
"271","271","Антонина",12,"62368681",2015,"март","female"
"272","272","Малика",11,"62368682",2015,"март","female"
"273","273","Наталья",11,"62368683",2015,"март","female"
"274","274","Амелия",11,"62368685",2015,"март","female"
"275","275","Мадина",10,"62368686",2015,"март","female"
"276","276","Лада",10,"62368687",2015,"март","female"
"277","277","Сабина",10,"62368688",2015,"март","female"
"278","278","Лидия",10,"62368690",2015,"март","female"
"279","279","Камилла",10,"62368691",2015,"март","female"
"280","280","Аниса",10,"62368692",2015,"март","female"
"281","281","Карина",9,"62368693",2015,"март","female"
"282","282","Ариана",9,"62368695",2015,"март","female"
"283","283","Виолетта",9,"62368696",2015,"март","female"
"284","284","Марьяна",9,"62368697",2015,"март","female"
"285","285","Юлиана",8,"62368698",2015,"март","female"
"286","286","Алеся",8,"62368700",2015,"март","female"
"287","287","Любовь",8,"62368701",2015,"март","female"
"288","288","Мила",8,"62368702",2015,"март","female"
"289","289","Серафима",8,"62368703",2015,"март","female"
"290","290","Камила",7,"62368705",2015,"март","female"
"291","291","Альбина",7,"62368706",2015,"март","female"
"292","292","Марьям",7,"62368707",2015,"март","female"
"293","293","Станислава",7,"62368708",2015,"март","female"
"294","294","Амира",7,"62368709",2015,"март","female"
"295","295","Пелагея",7,"62368710",2015,"март","female"
"296","296","Жасмина",6,"62368711",2015,"март","female"
"297","297","Арууке",6,"62368712",2015,"март","female"
"298","298","Эмма",6,"62368713",2015,"март","female"
"299","299","Аделя",6,"62368714",2015,"март","female"
"300","300","Дана",6,"62368715",2015,"март","female"
"301","301","Мария",314,"62368716",2015,"апрель","female"
"302","302","Анастасия",214,"62368717",2015,"апрель","female"
"303","303","София",206,"62368718",2015,"апрель","female"
"304","304","Виктория",205,"62368719",2015,"апрель","female"
"305","305","Анна",202,"62368720",2015,"апрель","female"
"306","306","Дарья",191,"62368721",2015,"апрель","female"
"307","307","Полина",188,"62368723",2015,"апрель","female"
"308","308","Алиса",178,"62368724",2015,"апрель","female"
"309","309","Елизавета",171,"62368725",2015,"апрель","female"
"310","310","Варвара",167,"62368726",2015,"апрель","female"
"311","311","Александра",161,"62368727",2015,"апрель","female"
"312","312","Екатерина",157,"62368728",2015,"апрель","female"
"313","313","Арина",120,"62368729",2015,"апрель","female"
"314","314","Ксения",119,"62368730",2015,"апрель","female"
"315","315","Василиса",116,"62368731",2015,"апрель","female"
"316","316","Валерия",105,"62368732",2015,"апрель","female"
"317","317","Софья",99,"62368733",2015,"апрель","female"
"318","318","Вероника",86,"62368734",2015,"апрель","female"
"319","319","Ева",84,"62368735",2015,"апрель","female"
"320","320","Милана",84,"62368736",2015,"апрель","female"
"321","321","Ульяна",81,"62368737",2015,"апрель","female"
"322","322","Маргарита",77,"62368738",2015,"апрель","female"
"323","323","Вера",73,"62368739",2015,"апрель","female"
"324","324","Кира",70,"62368740",2015,"апрель","female"
"325","325","Кристина",55,"62368741",2015,"апрель","female"
"326","326","Таисия",53,"62368742",2015,"апрель","female"
"327","327","Юлия",51,"62368744",2015,"апрель","female"
"328","328","Алёна",46,"62368745",2015,"апрель","female"
"329","329","Ольга",43,"62368746",2015,"апрель","female"
"330","330","Алина",43,"62368747",2015,"апрель","female"
"331","331","Мирослава",37,"62368748",2015,"апрель","female"
"332","332","Ника",36,"62368749",2015,"апрель","female"
"333","333","Диана",36,"62368750",2015,"апрель","female"
"334","334","Амина",36,"62368751",2015,"апрель","female"
"335","335","Ирина",35,"62368752",2015,"апрель","female"
"336","336","Злата",34,"62368753",2015,"апрель","female"
"337","337","Татьяна",32,"62368754",2015,"апрель","female"
"338","338","Елена",31,"62368755",2015,"апрель","female"
"339","339","Надежда",30,"62368756",2015,"апрель","female"
"340","340","Яна",30,"62368757",2015,"апрель","female"
"341","341","Евгения",27,"62368758",2015,"апрель","female"
"342","342","Ярослава",26,"62368759",2015,"апрель","female"
"343","343","Марина",25,"62368760",2015,"апрель","female"
"344","344","Ангелина",24,"62368761",2015,"апрель","female"
"345","345","Светлана",22,"62368762",2015,"апрель","female"
"346","346","Майя",20,"62368763",2015,"апрель","female"
"347","347","Элина",20,"62368764",2015,"апрель","female"
"348","348","Стефания",19,"62368765",2015,"апрель","female"
"349","349","Есения",18,"62368766",2015,"апрель","female"
"350","350","Сафия",18,"62368767",2015,"апрель","female"
"351","351","Карина",18,"62368768",2015,"апрель","female"
"352","352","Милена",17,"62368769",2015,"апрель","female"
"353","353","Эмилия",17,"62368770",2015,"апрель","female"
"354","354","Наталья",16,"62368771",2015,"апрель","female"
"355","355","Аделина",16,"62368773",2015,"апрель","female"
"356","356","Лидия",16,"62368774",2015,"апрель","female"
"357","357","Дарина",15,"62368775",2015,"апрель","female"
"358","358","Олеся",15,"62368776",2015,"апрель","female"
"359","359","Лилия",15,"62368777",2015,"апрель","female"
"360","360","Зоя",14,"62368778",2015,"апрель","female"
"361","361","Марта",14,"62368779",2015,"апрель","female"
"362","362","Марьям",14,"62368780",2015,"апрель","female"
"363","363","Агата",14,"62368781",2015,"апрель","female"
"364","364","Николь",13,"62368782",2015,"апрель","female"
"365","365","Антонина",13,"62368783",2015,"апрель","female"
"366","366","Ариана",12,"62368784",2015,"апрель","female"
"367","367","Любовь",12,"62368785",2015,"апрель","female"
"368","368","Фатима",12,"62368786",2015,"апрель","female"
"369","369","Алия",12,"62368787",2015,"апрель","female"
"370","370","Владислава",12,"62368788",2015,"апрель","female"
"371","371","Евангелина",11,"62368789",2015,"апрель","female"
"372","372","Амелия",11,"62368790",2015,"апрель","female"
"373","373","Валентина",11,"62368791",2015,"апрель","female"
"374","374","Нина",10,"62368792",2015,"апрель","female"
"375","375","Марианна",10,"62368793",2015,"апрель","female"
"376","376","Малика",10,"62368794",2015,"апрель","female"
"377","377","Агния",10,"62368795",2015,"апрель","female"
"378","378","Евдокия",9,"62368796",2015,"апрель","female"
"379","379","Камилла",9,"62368797",2015,"апрель","female"
"380","380","Мила",8,"62368798",2015,"апрель","female"
"381","381","Лейла",8,"62368799",2015,"апрель","female"
"382","382","Каролина",8,"62368800",2015,"апрель","female"
"383","383","Людмила",8,"62368801",2015,"апрель","female"
"384","384","Лада",8,"62368802",2015,"апрель","female"
"385","385","Аглая",8,"62368804",2015,"апрель","female"
"386","386","Мадина",8,"62368805",2015,"апрель","female"
"387","387","Марьяна",8,"62368806",2015,"апрель","female"
"388","388","Алеся",8,"62368807",2015,"апрель","female"
"389","389","Самира",8,"62368808",2015,"апрель","female"
"390","390","Влада",7,"62368809",2015,"апрель","female"
"391","391","Амира",7,"62368810",2015,"апрель","female"
"392","392","Луиза",7,"62368811",2015,"апрель","female"
"393","393","Ясмина",7,"62368812",2015,"апрель","female"
"394","394","Нелли",7,"62368813",2015,"апрель","female"
"395","395","Василина",7,"62368814",2015,"апрель","female"
"396","396","Аврора",7,"62368815",2015,"апрель","female"
"397","397","Дина",7,"62368816",2015,"апрель","female"
"398","398","Серафима",6,"62368817",2015,"апрель","female"
"399","399","Алла",6,"62368818",2015,"апрель","female"
"400","400","Алисия",6,"62368819",2015,"апрель","female"
"401","401","Мария",256,"62368820",2015,"май","female"
"402","402","Виктория",244,"62368821",2015,"май","female"
"403","403","Елизавета",213,"62368822",2015,"май","female"
"404","404","София",187,"62368823",2015,"май","female"
"405","405","Дарья",184,"62368824",2015,"май","female"
"406","406","Анна",175,"62368825",2015,"май","female"
"407","407","Анастасия",167,"62368826",2015,"май","female"
"408","408","Александра",164,"62368827",2015,"май","female"
"409","409","Полина",161,"62368828",2015,"май","female"
"410","410","Алиса",154,"62368829",2015,"май","female"
"411","411","Екатерина",148,"62368830",2015,"май","female"
"412","412","Варвара",139,"62368831",2015,"май","female"
"413","413","Арина",127,"62368832",2015,"май","female"
"414","414","Ксения",115,"62368833",2015,"май","female"
"415","415","Вероника",110,"62368834",2015,"май","female"
"416","416","Софья",108,"62368835",2015,"май","female"
"417","417","Василиса",106,"62368836",2015,"май","female"
"418","418","Валерия",105,"62368837",2015,"май","female"
"419","419","Ева",92,"62368838",2015,"май","female"
"420","420","Милана",89,"62368839",2015,"май","female"
"421","421","Таисия",76,"62368840",2015,"май","female"
"422","422","Алёна",73,"62368841",2015,"май","female"
"423","423","Вера",69,"62368842",2015,"май","female"
"424","424","Диана",58,"62368843",2015,"май","female"
"425","425","Ульяна",55,"62368844",2015,"май","female"
"426","426","Кристина",54,"62368845",2015,"май","female"
"427","427","Маргарита",51,"62368846",2015,"май","female"
"428","428","Кира",50,"62368847",2015,"май","female"
"429","429","Ольга",48,"62368848",2015,"май","female"
"430","430","Майя",47,"62368850",2015,"май","female"
"431","431","Алина",45,"62368851",2015,"май","female"
"432","432","Ирина",40,"62368852",2015,"май","female"
"433","433","Амина",37,"62368853",2015,"май","female"
"434","434","Юлия",33,"62368854",2015,"май","female"
"435","435","Ника",31,"62368855",2015,"май","female"
"436","436","Евгения",29,"62368856",2015,"май","female"
"437","437","Татьяна",29,"62368857",2015,"май","female"
"438","438","Ярослава",29,"62368858",2015,"май","female"
"439","439","Яна",29,"62368859",2015,"май","female"
"440","440","Ангелина",28,"62368860",2015,"май","female"
"441","441","Сафия",28,"62368861",2015,"май","female"
"442","442","Злата",27,"62368862",2015,"май","female"
"443","443","Елена",26,"62368863",2015,"май","female"
"444","444","Мирослава",25,"62368864",2015,"май","female"
"445","445","Есения",25,"62368865",2015,"май","female"
"446","446","Аделина",23,"62368866",2015,"май","female"
"447","447","Стефания",21,"62368867",2015,"май","female"
"448","448","Любовь",19,"62368868",2015,"май","female"
"449","449","Надежда",19,"62368869",2015,"май","female"
"450","450","Элина",19,"62368870",2015,"май","female"
"451","451","Милена",19,"62368871",2015,"май","female"
"452","452","Нина",17,"62368873",2015,"май","female"
"453","453","Светлана",16,"62368874",2015,"май","female"
"454","454","Лидия",16,"62368875",2015,"май","female"
"455","455","Николь",15,"62368876",2015,"май","female"
"456","456","Агата",15,"62368877",2015,"май","female"
"457","457","Самира",14,"62368878",2015,"май","female"
"458","458","Лилия",14,"62368879",2015,"май","female"
"459","459","Наталья",14,"62368880",2015,"май","female"
"460","460","Эвелина",13,"62368881",2015,"май","female"
"461","461","Ясмина",13,"62368882",2015,"май","female"
"462","462","Дарина",13,"62368883",2015,"май","female"
"463","463","Карина",12,"62368884",2015,"май","female"
"464","464","Каролина",12,"62368885",2015,"май","female"
"465","465","Малика",12,"62368886",2015,"май","female"
"466","466","Лада",12,"62368887",2015,"май","female"
"467","467","Марина",12,"62368888",2015,"май","female"
"468","468","Эмилия",11,"62368889",2015,"май","female"
"469","469","Олеся",11,"62368890",2015,"май","female"
"470","470","Антонина",10,"62368891",2015,"май","female"
"471","471","Марианна",10,"62368892",2015,"май","female"
"472","472","Мадина",10,"62368893",2015,"май","female"
"473","473","Тамара",10,"62368894",2015,"май","female"
"474","474","Мила",10,"62368895",2015,"май","female"
"475","475","Алия",10,"62368896",2015,"май","female"
"476","476","Марта",9,"62368898",2015,"май","female"
"477","477","Серафима",9,"62368899",2015,"май","female"
"478","478","Зоя",9,"62368900",2015,"май","female"
"479","479","Анисия",9,"62368901",2015,"май","female"
"480","480","Ариана",9,"62368902",2015,"май","female"
"481","481","Сабина",9,"62368903",2015,"май","female"
"482","482","Анжелика",9,"62368904",2015,"май","female"
"483","483","Амелия",8,"62367755",2015,"май","female"
"484","484","Камила",8,"62367756",2015,"май","female"
"485","485","Евангелина",8,"62367757",2015,"май","female"
"486","486","Альбина",8,"62367758",2015,"май","female"
"487","487","Владислава",8,"62367759",2015,"май","female"
"488","488","Айлин",8,"62367760",2015,"май","female"
"489","489","Евдокия",7,"62367761",2015,"май","female"
"490","490","Марьям",7,"62367762",2015,"май","female"
"491","491","Лейла",7,"62367763",2015,"май","female"
"492","492","Мелисса",7,"62367764",2015,"май","female"
"493","493","Амира",7,"62367765",2015,"май","female"
"494","494","Оливия",7,"62367766",2015,"май","female"
"495","495","Виталина",7,"62367767",2015,"май","female"
"496","496","Станислава",6,"62367768",2015,"май","female"
"497","497","Марьяна",6,"62367769",2015,"май","female"
"498","498","Фатима",6,"62367770",2015,"май","female"
"499","499","Влада",6,"62367771",2015,"май","female"
"500","500","Дана",6,"62367772",2015,"май","female"
"501","501","Мария",271,"62367773",2015,"июнь","female"
"502","502","Анастасия",242,"62367774",2015,"июнь","female"
"503","503","Виктория",226,"62367775",2015,"июнь","female"
"504","504","София",217,"62367776",2015,"июнь","female"
"505","505","Анна",216,"62367777",2015,"июнь","female"
"506","506","Елизавета",214,"62367778",2015,"июнь","female"
"507","507","Алиса",191,"62367779",2015,"июнь","female"
"508","508","Дарья",189,"62367780",2015,"июнь","female"
"509","509","Александра",182,"62367781",2015,"июнь","female"
"510","510","Полина",161,"62367782",2015,"июнь","female"
"511","511","Ксения",157,"62367783",2015,"июнь","female"
"512","512","Варвара",155,"62367784",2015,"июнь","female"
"513","513","Валерия",149,"62367785",2015,"июнь","female"
"514","514","Екатерина",141,"62367786",2015,"июнь","female"
"515","515","Арина",134,"62367787",2015,"июнь","female"
"516","516","Вероника",118,"62367789",2015,"июнь","female"
"517","517","Софья",110,"62367790",2015,"июнь","female"
"518","518","Василиса",108,"62367791",2015,"июнь","female"
"519","519","Милана",103,"62367792",2015,"июнь","female"
"520","520","Ульяна",101,"62367794",2015,"июнь","female"
